latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,bright_t31,frp,daynight,state,area,date_time,hours,date_time_2
-11.807,142.0583,313,1,1,1/08/2019,56,Terra,48,297.3,6.6,D,Queensland,1,1/08/2019 00:56:00,00:00,2019/8/1 0:56
-11.7924,142.085,319.3,1,1,1/08/2019,56,Terra,71,297.3,11.3,D,Queensland,1,1/08/2019 00:56:00,00:00,2019/8/1 0:56
-12.8398,132.8744,311.6,3.1,1.7,1/08/2019,57,Terra,42,298.7,23.1,D,Northern Territory,5.27,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-14.4306,143.3035,310.1,1.1,1.1,1/08/2019,57,Terra,33,296.1,6.5,D,Queensland,1.21,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.4953,131.4897,310.3,4,1.9,1/08/2019,57,Terra,36,298.8,27.6,D,Northern Territory,7.6,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.6191,142.1998,314.8,1,1,1/08/2019,57,Terra,68,297.6,9.3,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-14.3655,143.5682,305.4,1.2,1.1,1/08/2019,57,Terra,24,283.9,5.9,D,Queensland,1.32,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-14.3195,143.5198,322.9,1.2,1.1,1/08/2019,57,Terra,79,290.9,20.4,D,Queensland,1.32,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.1654,141.9715,317.2,1,1,1/08/2019,57,Terra,72,300,9.9,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-11.5473,132.6796,311.5,3.4,1.7,1/08/2019,57,Terra,40,298.7,27.3,D,Northern Territory,5.78,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-11.5417,132.649,312.2,3.4,1.7,1/08/2019,57,Terra,42,298,31.4,D,Northern Territory,5.78,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-11.5471,132.6538,316,3.4,1.7,1/08/2019,57,Terra,65,298,52.7,D,Northern Territory,5.78,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.7626,142.1759,335.2,1,1,1/08/2019,57,Terra,88,301.7,30.1,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.705,133.907,311.7,2.6,1.5,1/08/2019,57,Terra,57,298.6,20.6,D,Northern Territory,3.9,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.1092,134.1848,315.9,2.4,1.5,1/08/2019,57,Terra,67,298.4,29.5,D,Northern Territory,3.6,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-14.0539,142.3327,316,1,1,1/08/2019,57,Terra,52,298.8,7.8,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.6996,133.9138,310.9,2.6,1.5,1/08/2019,57,Terra,55,298.7,17.6,D,Northern Territory,3.9,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.7499,134.5251,314.8,2.3,1.5,1/08/2019,57,Terra,66,299.9,22.8,D,Northern Territory,3.45,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.7141,134.3991,313.9,2.4,1.5,1/08/2019,57,Terra,64,299.2,23,D,Northern Territory,3.6,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.7061,134.4077,314,2.4,1.5,1/08/2019,57,Terra,64,300,21.2,D,Northern Territory,3.6,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.8656,141.9771,315.7,1,1,1/08/2019,57,Terra,69,300.8,6.7,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.6491,134.3953,324.9,2.4,1.5,1/08/2019,57,Terra,79,300.6,57.7,D,Northern Territory,3.6,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.1015,134.1926,311.3,2.4,1.5,1/08/2019,57,Terra,55,298.1,17.2,D,Northern Territory,3.6,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.6703,142.1102,322.4,1,1,1/08/2019,57,Terra,78,301,13.7,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.3042,142.04,318.6,1,1,1/08/2019,57,Terra,76,299,11.6,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.2236,141.9914,325.3,1,1,1/08/2019,57,Terra,69,300.4,16.2,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.2821,142.4617,306.5,1,1,1/08/2019,57,Terra,19,280.3,5.4,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.2159,142.002,325.5,1,1,1/08/2019,57,Terra,52,297.3,17.6,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.2537,142.5242,310,1,1,1/08/2019,57,Terra,37,291.3,4.3,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.4513,141.8071,320.2,1,1,1/08/2019,57,Terra,68,296,13,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.4527,141.8162,328.6,1,1,1/08/2019,57,Terra,83,298.2,21.8,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.544,142.4455,317.6,1,1,1/08/2019,57,Terra,57,301.1,8.8,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.463,141.8241,317,1,1,1/08/2019,57,Terra,51,298.3,8.2,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.5567,141.8979,336.5,1,1,1/08/2019,57,Terra,88,304.4,31.5,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.5581,141.9071,318.2,1,1,1/08/2019,57,Terra,56,304.8,8.9,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.2313,131.9106,316.7,3.6,1.8,1/08/2019,57,Terra,68,300,49.9,D,Northern Territory,6.48,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.2394,131.9032,319.1,3.6,1.8,1/08/2019,57,Terra,72,300.6,61.1,D,Northern Territory,6.48,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.2993,131.9598,315.3,3.6,1.8,1/08/2019,57,Terra,54,300.3,37,D,Northern Territory,6.48,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-13.3151,131.9569,314.2,3.6,1.8,1/08/2019,57,Terra,44,300.6,31.6,D,Northern Territory,6.48,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-15.3551,142.3028,319.7,1.1,1,1/08/2019,57,Terra,72,291,15,D,Queensland,1.1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-15.3658,142.3113,329.2,1.1,1,1/08/2019,57,Terra,85,293.4,25,D,Queensland,1.1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-14.2726,135.0443,314.3,2,1.4,1/08/2019,57,Terra,62,301,15.3,D,Northern Territory,2.8,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-15.4778,142.5924,314.3,1.1,1,1/08/2019,57,Terra,70,290.2,10.7,D,Queensland,1.1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-14.3048,134.9182,321.8,2,1.4,1/08/2019,57,Terra,75,301.4,35.7,D,Northern Territory,2.8,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-14.308,134.9367,316.1,2,1.4,1/08/2019,57,Terra,66,300,20.5,D,Northern Territory,2.8,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.7613,142.1666,319.2,1,1,1/08/2019,57,Terra,71,300.3,10.1,D,Queensland,1,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.8447,132.9017,324,3.1,1.7,1/08/2019,57,Terra,78,299.6,80.1,D,Northern Territory,5.27,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-12.8782,132.9177,312.6,3.1,1.7,1/08/2019,57,Terra,53,300.7,24.7,D,Northern Territory,5.27,1/08/2019 00:57:00,00:00,2019/8/1 0:57
-15.0081,131.7665,312.6,3.4,1.7,1/08/2019,58,Terra,46,299.2,30.2,D,Northern Territory,5.78,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.7637,137.0728,377.6,1.3,1.1,1/08/2019,58,Terra,75,306.4,208.1,D,Northern Territory,1.43,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.7678,137.0335,319.5,1.4,1.2,1/08/2019,58,Terra,35,303,14.5,D,Northern Territory,1.68,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.7699,137.046,345.8,1.4,1.2,1/08/2019,58,Terra,93,303.7,71.3,D,Northern Territory,1.68,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.7863,137.0816,321.4,1.3,1.1,1/08/2019,58,Terra,59,300.8,17.1,D,Northern Territory,1.43,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-14.651,130.5884,313.6,4.2,1.9,1/08/2019,58,Terra,53,297.1,46.2,D,Northern Territory,7.98,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-14.6536,130.5824,312.4,4.2,1.9,1/08/2019,58,Terra,47,297.1,40,D,Northern Territory,7.98,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-14.6614,130.6219,312.6,4.2,1.9,1/08/2019,58,Terra,43,296.4,42,D,Northern Territory,7.98,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-14.727,130.6886,311.9,4.1,1.9,1/08/2019,58,Terra,40,296.4,39.4,D,Northern Territory,7.79,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-14.9422,131.8184,318.3,3.4,1.7,1/08/2019,58,Terra,70,300.6,54.8,D,Northern Territory,5.78,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.7616,137.0603,336.7,1.3,1.2,1/08/2019,58,Terra,79,299.5,44.5,D,Northern Territory,1.56,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.1411,131.1486,315,3.8,1.8,1/08/2019,58,Terra,54,297.6,46.2,D,Northern Territory,6.84,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.1317,131.1449,313.2,3.8,1.8,1/08/2019,58,Terra,27,297.8,37.3,D,Northern Territory,6.84,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-16.144,136.7135,367.6,1.4,1.2,1/08/2019,58,Terra,100,307.8,162.2,D,Northern Territory,1.68,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.1544,131.1757,312.2,3.7,1.8,1/08/2019,58,Terra,20,298.3,31.4,D,Northern Territory,6.66,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-16.1479,136.6726,349.3,1.4,1.2,1/08/2019,58,Terra,95,304.3,84.5,D,Northern Territory,1.68,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-16.1501,136.6857,345.1,1.4,1.2,1/08/2019,58,Terra,92,305.9,69.9,D,Northern Territory,1.68,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-16.1545,136.7117,339.3,1.4,1.2,1/08/2019,58,Terra,89,307,52,D,Northern Territory,1.68,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-16.1646,136.6428,328.5,1.4,1.2,1/08/2019,58,Terra,80,303.6,30.8,D,Northern Territory,1.68,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.1018,130.5473,310.8,4.2,1.9,1/08/2019,58,Terra,47,295.6,33.9,D,Northern Territory,7.98,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.1089,130.5845,309.7,4.1,1.9,1/08/2019,58,Terra,13,295.1,27.9,D,Northern Territory,7.79,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.1657,129.9294,315.3,4.6,2,1/08/2019,58,Terra,64,296.9,76.1,D,Northern Territory,9.2,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.1644,129.9221,313.4,4.6,2,1/08/2019,58,Terra,58,296.6,63.3,D,Northern Territory,9.2,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.5022,130.6313,318.5,4,1.9,1/08/2019,58,Terra,55,298.4,68.1,D,Northern Territory,7.6,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.4825,130.4364,314.4,4.2,1.9,1/08/2019,58,Terra,49,298.2,48.5,D,Northern Territory,7.98,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.4967,130.6638,314.7,4,1.9,1/08/2019,58,Terra,16,298,44.7,D,Northern Territory,7.6,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.5059,130.623,317.6,4,1.9,1/08/2019,58,Terra,54,298.3,65.5,D,Northern Territory,7.6,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-15.485,130.4285,312.4,4.2,1.9,1/08/2019,58,Terra,44,297.8,39.6,D,Northern Territory,7.98,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-14.0156,131.5979,315,3.7,1.8,1/08/2019,58,Terra,63,298.8,49.2,D,Northern Territory,6.66,1/08/2019 00:58:00,00:00,2019/8/1 0:58
-20.7333,139.479,311.5,1,1,1/08/2019,59,Terra,59,297.6,5.9,D,Queensland,1,1/08/2019 00:59:00,00:00,2019/8/1 0:59
-28.0219,148.1972,308.1,3.7,1.8,1/08/2019,101,Terra,46,294.4,31,D,Queensland,6.66,1/08/2019 01:01:00,01:00,2019/8/1 1:01
-32.2111,146.7604,303.7,3.2,1.7,1/08/2019,102,Terra,39,291.3,19.2,D,New South Wales,5.44,1/08/2019 01:02:00,01:00,2019/8/1 1:02
-32.2088,146.7257,309.2,3.2,1.7,1/08/2019,102,Terra,68,292.3,38.7,D,New South Wales,5.44,1/08/2019 01:02:00,01:00,2019/8/1 1:02
-14.6671,126.7783,323.4,4.4,1.9,1/08/2019,236,Terra,59,301.9,98.1,D,Western Australia,8.36,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-14.668,126.7715,324.4,4.4,1.9,1/08/2019,236,Terra,77,301.8,114.8,D,Western Australia,8.36,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-14.6721,126.8129,324.1,4.5,1.9,1/08/2019,236,Terra,77,303.1,114.9,D,Western Australia,8.55,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-14.6855,126.7699,339.8,4.4,1.9,1/08/2019,236,Terra,90,302.2,287.9,D,Western Australia,8.36,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-14.6896,126.8108,324.6,4.5,1.9,1/08/2019,236,Terra,50,304.7,113.4,D,Western Australia,8.55,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-14.7213,126.7612,315.2,4.4,1.9,1/08/2019,236,Terra,61,302.9,45.5,D,Western Australia,8.36,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-16.0896,125.9278,315.1,4,1.9,1/08/2019,236,Terra,58,301.8,45.9,D,Western Australia,7.6,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-16.0778,125.9238,312.9,4,1.9,1/08/2019,236,Terra,43,301,33.1,D,Western Australia,7.6,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-16.1692,125.9902,312.8,4.1,1.9,1/08/2019,236,Terra,56,301.2,37.5,D,Western Australia,7.79,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-14.6846,126.7765,344.9,4.4,1.9,1/08/2019,236,Terra,93,302.9,362.5,D,Western Australia,8.36,1/08/2019 02:36:00,02:00,2019/8/1 2:36
-29.6694,116.5634,305.6,1.3,1.1,1/08/2019,240,Terra,62,291.9,7.4,D,Western Australia,1.43,1/08/2019 02:40:00,02:00,2019/8/1 2:40
-29.429,115.0197,304.2,1.1,1.1,1/08/2019,240,Terra,58,293.4,5.3,D,Western Australia,1.21,1/08/2019 02:40:00,02:00,2019/8/1 2:40
-34.082,116.7357,305.9,1.5,1.2,1/08/2019,241,Terra,62,289,14.4,D,Western Australia,1.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-31.2771,115.845,301.7,1.3,1.1,1/08/2019,241,Terra,49,291.4,5.6,D,Western Australia,1.43,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-32.4999,116.0805,301.4,1.3,1.1,1/08/2019,241,Terra,46,286.7,8.5,D,Western Australia,1.43,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-32.8685,116.5515,302.3,1.4,1.2,1/08/2019,241,Terra,51,289.3,9.7,D,Western Australia,1.68,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-33.7142,122.2123,304.6,3.4,1.7,1/08/2019,241,Terra,59,289.5,35.1,D,Western Australia,5.78,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-33.6942,117.6054,300.2,1.7,1.3,1/08/2019,241,Terra,32,287.8,9.7,D,Western Australia,2.21,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-33.6976,117.2918,303,1.6,1.3,1/08/2019,241,Terra,54,287.4,11.8,D,Western Australia,2.08,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-34.0838,116.7459,304.5,1.5,1.2,1/08/2019,241,Terra,59,289.1,11.8,D,Western Australia,1.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-33.9346,115.166,300.9,1.3,1.1,1/08/2019,241,Terra,43,288.1,7.1,D,Western Australia,1.43,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-34.1447,116.3721,356.7,1.5,1.2,1/08/2019,241,Terra,98,288.9,138.3,D,Western Australia,1.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-34.1465,116.3881,401.5,1.5,1.2,1/08/2019,241,Terra,100,295.7,461.8,D,Western Australia,1.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-34.1486,116.3819,402.3,1.5,1.2,1/08/2019,241,Terra,100,295.1,470.3,D,Western Australia,1.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-34.1502,116.3977,337.8,1.5,1.2,1/08/2019,241,Terra,91,288.2,72.4,D,Western Australia,1.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-34.5699,118.5261,300.1,2,1.4,1/08/2019,241,Terra,29,289,11.8,D,Western Australia,2.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-34.5719,118.5483,306.5,2,1.4,1/08/2019,241,Terra,64,289.6,22,D,Western Australia,2.8,1/08/2019 02:41:00,02:00,2019/8/1 2:41
-33.5541,147.8052,305.6,1.8,1.3,1/08/2019,340,Aqua,62,294.2,9.6,D,New South Wales,2.34,1/08/2019 03:40:00,03:00,2019/8/1 3:40
-34.468,150.8807,310.5,1.2,1.1,1/08/2019,340,Aqua,61,294.5,9.9,D,New South Wales,1.32,1/08/2019 03:40:00,03:00,2019/8/1 3:40
-31.7148,151.0734,327,1.1,1.1,1/08/2019,341,Aqua,85,296.7,26.3,D,New South Wales,1.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-31.7162,151.0615,310.5,1.1,1.1,1/08/2019,341,Aqua,67,296.8,8.3,D,New South Wales,1.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-31.7932,148.5045,323.2,1.5,1.2,1/08/2019,341,Aqua,80,294.7,29.5,D,New South Wales,1.8,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-31.7949,148.4881,333.6,1.5,1.2,1/08/2019,341,Aqua,87,298.4,53.4,D,New South Wales,1.8,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-31.3758,150.696,308.4,1.2,1.1,1/08/2019,341,Aqua,50,296.5,6,D,New South Wales,1.32,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-31.3773,150.6837,320.7,1.2,1.1,1/08/2019,341,Aqua,80,297.1,18.3,D,New South Wales,1.32,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-31.3949,149.6613,311.9,1.3,1.1,1/08/2019,341,Aqua,21,298.5,10.4,D,New South Wales,1.43,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.8634,150.7224,308.5,1.1,1.1,1/08/2019,341,Aqua,59,298,5.1,D,New South Wales,1.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.8649,150.7103,309.6,1.1,1.1,1/08/2019,341,Aqua,65,297.4,5.9,D,New South Wales,1.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-32.7107,147.0208,309.8,2,1.4,1/08/2019,341,Aqua,64,295.9,15.6,D,New South Wales,2.8,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-31.8089,150.3822,307.4,1.2,1.1,1/08/2019,341,Aqua,61,293.4,7.4,D,New South Wales,1.32,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-29.558,152.1505,312.3,1,1,1/08/2019,341,Aqua,55,281.9,12.9,D,New South Wales,1,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.3403,147.721,317.1,1.7,1.3,1/08/2019,341,Aqua,69,296.7,20.7,D,New South Wales,2.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.413,148.553,313.6,1.5,1.2,1/08/2019,341,Aqua,68,296.7,10.9,D,New South Wales,1.8,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.8997,147.6905,311.3,1.7,1.3,1/08/2019,341,Aqua,55,298,9.8,D,New South Wales,2.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.4042,152.0655,305.7,1,1,1/08/2019,341,Aqua,35,289.2,6.5,D,New South Wales,1,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.9441,147.7144,315.9,1.7,1.3,1/08/2019,341,Aqua,64,298.3,15.7,D,New South Wales,2.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-30.9428,147.7031,319.7,1.7,1.3,1/08/2019,341,Aqua,76,299.2,25.3,D,New South Wales,2.21,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-32.8059,149.3534,304.7,1.4,1.2,1/08/2019,341,Aqua,58,292.5,9.4,D,New South Wales,1.68,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-32.712,147.0259,310.4,2,1.4,1/08/2019,341,Aqua,66,295.8,16,D,New South Wales,2.8,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-32.208,146.7333,311.1,2,1.4,1/08/2019,341,Aqua,47,290.7,20.4,D,New South Wales,2.8,1/08/2019 03:41:00,03:00,2019/8/1 3:41
-29.5127,148.5623,311.9,1.4,1.2,1/08/2019,342,Aqua,48,294.8,10.3,D,New South Wales,1.68,1/08/2019 03:42:00,03:00,2019/8/1 3:42
-28.0156,148.2017,335.3,1.4,1.2,1/08/2019,342,Aqua,84,298.8,56,D,Queensland,1.68,1/08/2019 03:42:00,03:00,2019/8/1 3:42
-29.088,148.4866,320.8,1.4,1.2,1/08/2019,342,Aqua,76,297.3,19.6,D,Queensland,1.68,1/08/2019 03:42:00,03:00,2019/8/1 3:42
-24.6606,151.3671,327.9,1,1,1/08/2019,343,Aqua,78,291,23.3,D,Queensland,1,1/08/2019 03:43:00,03:00,2019/8/1 3:43
-24.6682,151.3786,328.2,1,1,1/08/2019,343,Aqua,81,293.4,23.4,D,Queensland,1,1/08/2019 03:43:00,03:00,2019/8/1 3:43
-24.6578,151.3869,324,1,1,1/08/2019,343,Aqua,82,294.1,18.7,D,Queensland,1,1/08/2019 03:43:00,03:00,2019/8/1 3:43
-19.4815,146.3895,317.8,1.5,1.2,1/08/2019,344,Aqua,52,288.4,19.6,D,Queensland,1.8,1/08/2019 03:44:00,03:00,2019/8/1 3:44
-19.4922,146.3912,360.2,1.5,1.2,1/08/2019,344,Aqua,94,293.8,140.7,D,Queensland,1.8,1/08/2019 03:44:00,03:00,2019/8/1 3:44
-19.4995,146.4203,340.5,1.4,1.2,1/08/2019,344,Aqua,86,294.8,68.7,D,Queensland,1.68,1/08/2019 03:44:00,03:00,2019/8/1 3:44
-19.4927,146.4757,314.5,1.4,1.2,1/08/2019,344,Aqua,49,295.1,14.8,D,Queensland,1.68,1/08/2019 03:44:00,03:00,2019/8/1 3:44
-19.5102,146.422,312.2,1.4,1.2,1/08/2019,344,Aqua,55,293.8,14.4,D,Queensland,1.68,1/08/2019 03:44:00,03:00,2019/8/1 3:44
-19.4939,146.3771,316.3,1.5,1.2,1/08/2019,344,Aqua,6,286.4,16.7,D,Queensland,1.8,1/08/2019 03:44:00,03:00,2019/8/1 3:44
-18.6816,145.7365,310.4,1.6,1.2,1/08/2019,345,Aqua,61,290.4,15.5,D,Queensland,1.92,1/08/2019 03:45:00,03:00,2019/8/1 3:45
-14.8508,144.3189,387.4,1.7,1.3,1/08/2019,346,Aqua,100,306.6,405.8,D,Queensland,2.21,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-14.8529,144.3027,334.9,1.8,1.3,1/08/2019,346,Aqua,88,299.3,67.7,D,Queensland,2.34,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.2252,141.9932,325,2.5,1.5,1/08/2019,346,Aqua,57,295.1,61,D,Queensland,3.75,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.2352,141.9781,324.7,2.5,1.5,1/08/2019,346,Aqua,70,295.6,60.2,D,Queensland,3.75,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.2325,142.0011,328.1,2.5,1.5,1/08/2019,346,Aqua,83,295.1,75.9,D,Queensland,3.75,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.3346,142.0185,312.7,2.5,1.5,1/08/2019,346,Aqua,36,294.3,19.9,D,Queensland,3.75,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.5224,142.6336,316.1,2.2,1.5,1/08/2019,346,Aqua,69,298.4,24.5,D,Queensland,3.3,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.6289,141.9563,317.7,2.5,1.5,1/08/2019,346,Aqua,66,298.9,37,D,Queensland,3.75,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.5903,142.621,312.8,2.3,1.5,1/08/2019,346,Aqua,47,297.4,13.4,D,Queensland,3.45,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.5872,142.6256,316.1,2.3,1.5,1/08/2019,346,Aqua,68,297.5,21.2,D,Queensland,3.45,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-13.8268,143.14,309.6,2.1,1.4,1/08/2019,346,Aqua,34,295.5,10.8,D,Queensland,2.94,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-15.4776,142.5811,315.4,2.4,1.5,1/08/2019,346,Aqua,47,298,20,D,Queensland,3.6,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-15.0828,144.9226,309.4,1.6,1.2,1/08/2019,346,Aqua,51,290.9,12.2,D,Queensland,1.92,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-15.0421,144.9773,310.3,1.6,1.2,1/08/2019,346,Aqua,57,290.2,15.6,D,Queensland,1.92,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-15.0416,144.9704,310.1,1.6,1.2,1/08/2019,346,Aqua,34,291,13.9,D,Queensland,1.92,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-15.038,144.8193,315.2,1.6,1.3,1/08/2019,346,Aqua,66,298.5,16.5,D,Queensland,2.08,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-15.0267,144.8179,316.6,1.6,1.3,1/08/2019,346,Aqua,72,298.7,18.7,D,Queensland,2.08,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-15.0594,144.4606,315,1.7,1.3,1/08/2019,346,Aqua,32,289,18,D,Queensland,2.21,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-14.9914,144.9189,320.7,1.6,1.2,1/08/2019,346,Aqua,68,294.8,24.9,D,Queensland,1.92,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-14.9417,144.8623,317.3,1.6,1.2,1/08/2019,346,Aqua,49,291.6,20.2,D,Queensland,1.92,1/08/2019 03:46:00,03:00,2019/8/1 3:46
-14.9436,144.8472,327.7,1.6,1.2,1/08/2019,346,Aqua,63,293,42.9,D,Queensland,1.92,1/08/2019 03:46:00,03:00,2019/8/1 3:46
