latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,bright_t31,frp,daynight,state,area,date_time,hours,date_time_2
-30.3461,152.1767,304.2,1,1,2/08/2019,6,Terra,51,288.4,5.2,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-29.8435,151.2999,305.6,1,1,2/08/2019,6,Terra,41,294.2,3.9,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-29.8224,151.2826,308.1,1,1,2/08/2019,6,Terra,60,293.4,5.7,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-29.7975,152.5318,304.4,1,1,2/08/2019,6,Terra,59,287.1,7.3,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-29.4428,150.5345,331.5,1,1,2/08/2019,6,Terra,87,295.3,28.9,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-29.4338,150.5364,325.9,1,1,2/08/2019,6,Terra,83,295.7,21.6,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-29.2555,150.4549,312.5,1,1,2/08/2019,6,Terra,69,297.5,7.3,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-29.2539,150.4445,317.4,1,1,2/08/2019,6,Terra,75,297.5,11.5,D,New South Wales,1,2/08/2019 00:06:00,00:00,2019/8/2 0:06
-31.931,147.248,304.8,1.2,1.1,2/08/2019,7,Terra,60,290.6,6.4,D,New South Wales,1.32,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-31.9409,147.2457,302.3,1.2,1.1,2/08/2019,7,Terra,50,289.2,4.4,D,New South Wales,1.32,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-32.1089,149.2395,300.4,1,1,2/08/2019,7,Terra,32,289.9,4.1,D,New South Wales,1,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-34.1861,142.2667,301.6,2.2,1.4,2/08/2019,7,Terra,37,285.2,15.6,D,New South Wales,3.08,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-34.1884,142.2718,306,2.2,1.4,2/08/2019,7,Terra,63,285.1,25,D,New South Wales,3.08,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-34.5834,147.9721,304.1,1.1,1,2/08/2019,7,Terra,58,283.4,9.3,D,New South Wales,1.1,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-34.4649,150.893,302.2,1,1,2/08/2019,7,Terra,0,290.7,3.8,D,New South Wales,1,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-34.4634,150.8819,306.9,1,1,2/08/2019,7,Terra,56,291,6.9,D,New South Wales,1,2/08/2019 00:07:00,00:00,2019/8/2 0:07
-41.6233,148.2001,303.9,1,1,2/08/2019,9,Terra,57,278.3,9.5,D,Tasmania,1,2/08/2019 00:09:00,00:00,2019/8/2 0:09
-41.6216,148.1881,329.8,1,1,2/08/2019,9,Terra,86,280.8,32.5,D,Tasmania,1,2/08/2019 00:09:00,00:00,2019/8/2 0:09
-14.2906,134.939,337.2,1.6,1.2,2/08/2019,140,Terra,88,304.5,62.4,D,Northern Territory,1.92,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.2207,131.8931,323.3,1,1,2/08/2019,140,Terra,0,304.3,13.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.2557,131.8785,324.1,1,1,2/08/2019,140,Terra,77,303.5,14.8,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.2571,131.8878,324.6,1,1,2/08/2019,140,Terra,78,304,15.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5159,132.6096,326.4,1.1,1,2/08/2019,140,Terra,75,303.1,18.8,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5173,132.6195,357.8,1.1,1,2/08/2019,140,Terra,99,306,81,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5368,132.7585,317.9,1.1,1,2/08/2019,140,Terra,60,302.7,8.9,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5266,132.6182,327.9,1.1,1,2/08/2019,140,Terra,70,304,19.7,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5462,132.7572,327,1.1,1,2/08/2019,140,Terra,79,303.5,19,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5827,132.6345,320.2,1.1,1,2/08/2019,140,Terra,49,304.6,10.5,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5841,132.6445,321.5,1.1,1,2/08/2019,140,Terra,54,303.5,11.4,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.3928,130.8015,371.4,1,1,2/08/2019,140,Terra,100,306.3,112.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.3941,130.8105,353.6,1,1,2/08/2019,140,Terra,97,306.4,61.6,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.3954,130.8196,324.4,1,1,2/08/2019,140,Terra,59,304.8,13.5,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.3968,130.8287,322.2,1,1,2/08/2019,140,Terra,41,305.4,11.2,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.3995,130.8469,325.1,1,1,2/08/2019,140,Terra,41,303.6,13.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.4031,130.8092,321.2,1,1,2/08/2019,140,Terra,42,303.2,10.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.4098,130.8547,319,1,1,2/08/2019,140,Terra,38,305.5,8.4,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.4111,130.8638,322.4,1,1,2/08/2019,140,Terra,68,303.5,11.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.4208,130.8651,327.1,1,1,2/08/2019,140,Terra,74,304.9,18.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.4414,130.5086,324.6,1,1,2/08/2019,140,Terra,43,307,9.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.4427,130.5177,321.6,1,1,2/08/2019,140,Terra,43,308.1,7.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5029,130.2408,362.6,1,1,2/08/2019,140,Terra,100,303.4,92.2,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.5043,130.25,341.8,1,1,2/08/2019,140,Terra,68,305.5,38.8,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6442,130.385,338.2,1,1,2/08/2019,140,Terra,88,304.2,28.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6456,130.3941,351.5,1,1,2/08/2019,140,Terra,96,306.5,54.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.7453,131.0684,319.4,1,1,2/08/2019,140,Terra,60,303.3,9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6545,130.3928,359,1,1,2/08/2019,140,Terra,99,308.4,72.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6559,130.4019,359.3,1,1,2/08/2019,140,Terra,99,308.5,73.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6444,130.2632,319.3,1,1,2/08/2019,140,Terra,55,305.2,9.5,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6594,130.364,324.4,1,1,2/08/2019,140,Terra,68,306.7,11.5,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6663,130.4097,348.3,1,1,2/08/2019,140,Terra,94,308.4,48.5,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.6676,130.4188,326.4,1,1,2/08/2019,140,Terra,47,303.8,14.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.687,130.4253,344,1,1,2/08/2019,140,Terra,92,305.4,40.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.696,130.4239,331.2,1,1,2/08/2019,140,Terra,60,305.5,19.5,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.7311,130.661,322,1,1,2/08/2019,140,Terra,72,304.8,10.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.7325,130.6701,346.1,1,1,2/08/2019,140,Terra,93,303.5,45.2,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.7235,130.4227,322.3,1,1,2/08/2019,140,Terra,59,304.8,12.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-11.7249,130.4319,324.6,1,1,2/08/2019,140,Terra,65,302.4,14.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.2555,134.0612,325.6,1.3,1.1,2/08/2019,140,Terra,77,303.1,22.2,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.4915,133.1635,321,1.2,1.1,2/08/2019,140,Terra,67,304.4,13.6,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.6743,134.4593,318.5,1.4,1.2,2/08/2019,140,Terra,69,303.6,12.2,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.6083,133.6534,317.4,1.3,1.1,2/08/2019,140,Terra,60,303.9,8.9,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7096,134.402,314.6,1.4,1.2,2/08/2019,140,Terra,60,303.4,9.4,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7481,134.5282,320.4,1.4,1.2,2/08/2019,140,Terra,57,303.4,14.7,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.6919,134.0376,320.4,1.3,1.1,2/08/2019,140,Terra,60,300.9,15,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7412,134.3979,314.1,1.4,1.2,2/08/2019,140,Terra,37,302,8.5,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7429,134.4108,335.2,1.4,1.2,2/08/2019,140,Terra,86,303,46.8,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7542,134.5349,326,1.4,1.2,2/08/2019,140,Terra,78,303.1,25.3,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.6819,133.8985,326.4,1.3,1.1,2/08/2019,140,Terra,78,301.9,24.3,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.6834,133.9104,335.8,1.3,1.1,2/08/2019,140,Terra,87,303.4,42.5,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.6993,134.0308,319.9,1.3,1.1,2/08/2019,140,Terra,63,300.8,14.1,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7481,134.4042,333.8,1.4,1.2,2/08/2019,140,Terra,85,303.6,43.5,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7498,134.417,324,1.4,1.2,2/08/2019,140,Terra,76,303.2,23.2,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.6936,133.9089,322.6,1.3,1.1,2/08/2019,140,Terra,74,302.7,18.6,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7289,134.1762,315.7,1.4,1.2,2/08/2019,140,Terra,62,303.1,10.4,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7326,133.8915,321.1,1.3,1.1,2/08/2019,140,Terra,69,301.3,16.1,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7709,133.8797,321.2,1.3,1.1,2/08/2019,140,Terra,72,302.3,16.3,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8322,134.3471,317.6,1.4,1.2,2/08/2019,140,Terra,67,302.1,12.9,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8472,134.4628,317.8,1.4,1.2,2/08/2019,140,Terra,66,302.6,13.2,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0168,135.7107,320.4,1.7,1.3,2/08/2019,140,Terra,72,299.8,27.3,D,Northern Territory,2.21,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.4148,131.1784,336.4,1,1,2/08/2019,140,Terra,86,307,27.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.4161,131.1876,340.4,1,1,2/08/2019,140,Terra,89,306.8,34.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0284,135.7092,318.1,1.7,1.3,2/08/2019,140,Terra,68,299.3,21.5,D,Northern Territory,2.21,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.4251,131.1863,323,1,1,2/08/2019,140,Terra,54,309,10.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.4265,131.1955,328.8,1,1,2/08/2019,140,Terra,79,306.7,18,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.9036,134.4819,315.1,1.4,1.2,2/08/2019,140,Terra,46,302.1,7.6,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8335,133.8834,318,1.3,1.1,2/08/2019,140,Terra,66,302,13.1,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8351,133.8953,320,1.3,1.1,2/08/2019,140,Terra,70,302.3,16,D,Northern Territory,1.43,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8815,134.2373,318.2,1.4,1.2,2/08/2019,140,Terra,66,301.8,12.9,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.4531,131.1258,325.8,1,1,2/08/2019,140,Terra,76,306.4,13.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.5056,131.4862,323.1,1,1,2/08/2019,140,Terra,54,306.3,9.6,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.507,131.4955,324.7,1,1,2/08/2019,140,Terra,74,306.8,12.8,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.5083,131.5048,323.6,1,1,2/08/2019,140,Terra,61,306.2,11.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8919,134.2358,315.9,1.4,1.2,2/08/2019,140,Terra,38,301.1,9.4,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.5147,131.4849,335.4,1,1,2/08/2019,140,Terra,77,304.5,26.2,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.9679,134.5205,318.4,1.4,1.2,2/08/2019,140,Terra,68,303.1,12.2,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.5351,131.1828,318.3,1,1,2/08/2019,140,Terra,61,307.7,7.2,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7196,132.47,328.9,1.1,1,2/08/2019,140,Terra,80,307.7,19.1,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.721,132.48,321.8,1.1,1,2/08/2019,140,Terra,59,306.2,10.7,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.9691,134.2065,314.2,1.4,1.2,2/08/2019,140,Terra,44,301.7,9.4,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.7384,132.4673,320.2,1.1,1,2/08/2019,140,Terra,48,306.1,9.2,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0211,134.5134,315.4,1.4,1.2,2/08/2019,140,Terra,61,303.4,9.1,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0553,134.489,317.9,1.4,1.2,2/08/2019,140,Terra,67,303.2,13.8,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8667,132.9349,318.9,1.2,1.1,2/08/2019,140,Terra,51,306.5,7.8,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.8763,132.9336,319.3,1.2,1.1,2/08/2019,140,Terra,38,305.7,8.7,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0875,134.2481,312.5,1.4,1.2,2/08/2019,140,Terra,46,301,7.4,D,Northern Territory,1.68,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-12.9825,132.9655,322.5,1.2,1.1,2/08/2019,140,Terra,72,302.9,16.2,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0056,132.9667,322.2,1.2,1.1,2/08/2019,140,Terra,50,301.6,15.5,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0317,132.942,317,1.2,1.1,2/08/2019,140,Terra,24,301.3,7,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0332,132.9525,320.4,1.2,1.1,2/08/2019,140,Terra,50,301.6,11.4,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0577,132.9172,319.5,1.2,1.1,2/08/2019,140,Terra,66,303,11.3,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.0592,132.9278,315,1.2,1.1,2/08/2019,140,Terra,30,302.7,5.5,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.1181,132.9021,322.8,1.2,1.1,2/08/2019,140,Terra,72,301.4,15.6,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.1195,132.9128,323.4,1.2,1.1,2/08/2019,140,Terra,73,302.4,16.6,D,Northern Territory,1.32,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.2275,131.912,318.3,1.1,1,2/08/2019,140,Terra,59,306.5,6.7,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.3017,131.9705,334.2,1.1,1,2/08/2019,140,Terra,84,307.1,25.6,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.3109,131.9691,322.8,1.1,1,2/08/2019,140,Terra,71,307.2,10.5,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.3123,131.9788,322.6,1.1,1,2/08/2019,140,Terra,71,304.9,10.7,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.3438,132.0181,321.5,1.1,1,2/08/2019,140,Terra,64,304.6,10,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.3771,132.0534,320.9,1.1,1,2/08/2019,140,Terra,67,307.6,10,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.3864,132.052,328.7,1.1,1,2/08/2019,140,Terra,63,308.3,17.2,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4049,132.0494,327.7,1.1,1,2/08/2019,140,Terra,78,308.5,16.1,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4063,132.0592,321.2,1.1,1,2/08/2019,140,Terra,43,306.6,7.8,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4184,132.0775,327,1.1,1,2/08/2019,140,Terra,59,307.8,15.8,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4277,132.0762,332.3,1.1,1,2/08/2019,140,Terra,60,308.3,21.4,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4346,132.0787,321.5,1.1,1,2/08/2019,140,Terra,42,306.4,9.5,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4425,132.0676,325.5,1.1,1,2/08/2019,140,Terra,75,307.4,14,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4745,132.0931,326.4,1.1,1,2/08/2019,140,Terra,77,308.2,16.2,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.4759,132.103,321.5,1.1,1,2/08/2019,140,Terra,69,305.9,11.1,D,Northern Territory,1.1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.5709,131.4761,325.9,1,1,2/08/2019,140,Terra,76,307,14.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.5723,131.4855,317.6,1,1,2/08/2019,140,Terra,49,306,5.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.6448,130.5892,317.2,1,1,2/08/2019,140,Terra,46,305,7.6,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.6462,130.5984,317.7,1,1,2/08/2019,140,Terra,33,306.6,7.8,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2779,134.9315,326.4,1.6,1.2,2/08/2019,140,Terra,79,301.8,32.7,D,Northern Territory,1.92,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2798,134.9464,319.7,1.6,1.2,2/08/2019,140,Terra,56,302.7,19,D,Northern Territory,1.92,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2775,134.9255,315.2,1.6,1.2,2/08/2019,140,Terra,36,300.3,11.1,D,Northern Territory,1.92,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2794,134.9405,330.6,1.6,1.2,2/08/2019,140,Terra,83,303.1,43.8,D,Northern Territory,1.92,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2924,134.9539,315.6,1.6,1.2,2/08/2019,140,Terra,33,302.4,11.5,D,Northern Territory,1.92,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.8065,130.7501,315.2,1,1,2/08/2019,140,Terra,22,305.1,5.2,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-13.97,130.6095,322.2,1,1,2/08/2019,140,Terra,54,305.9,8.6,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.0086,130.4344,321.8,1,1,2/08/2019,140,Terra,63,307.6,8.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.0029,129.9591,320.8,1,1,2/08/2019,140,Terra,67,304.9,10.6,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.0463,130.0655,316.7,1,1,2/08/2019,140,Terra,54,306,4.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.0938,130.3874,321,1,1,2/08/2019,140,Terra,67,308.8,6.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1564,130.6255,320.4,1,1,2/08/2019,140,Terra,20,302.4,9.8,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1668,130.6333,331.4,1,1,2/08/2019,140,Terra,58,302.5,21.6,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1681,130.6426,331.9,1,1,2/08/2019,140,Terra,58,302.3,22.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1771,130.6412,323.7,1,1,2/08/2019,140,Terra,56,300.2,12.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1798,130.6597,335.7,1,1,2/08/2019,140,Terra,85,302.3,28.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1811,130.6689,321.8,1,1,2/08/2019,140,Terra,69,302.9,12,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.098,130.0417,316.5,1,1,2/08/2019,140,Terra,39,303.1,8.2,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1901,130.6676,382.3,1,1,2/08/2019,140,Terra,100,307.8,156,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.1915,130.6768,356.3,1,1,2/08/2019,140,Terra,98,306.3,68.3,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2005,130.6755,350,1,1,2/08/2019,140,Terra,95,304.1,52.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2018,130.6847,367.1,1,1,2/08/2019,140,Terra,100,309.4,99.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2032,130.694,321.9,1,1,2/08/2019,140,Terra,69,304.6,12.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2108,130.6834,334.6,1,1,2/08/2019,140,Terra,85,303.2,25.6,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2122,130.6926,336.1,1,1,2/08/2019,140,Terra,86,303.8,27.5,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2135,130.7019,331.6,1,1,2/08/2019,140,Terra,74,304.2,21.4,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2212,130.6913,329.8,1,1,2/08/2019,140,Terra,80,304.2,18.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2225,130.7005,358.4,1,1,2/08/2019,140,Terra,99,306.3,71.8,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2239,130.7098,384.1,1,1,2/08/2019,140,Terra,100,311.8,162.1,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2252,130.719,325.9,1,1,2/08/2019,140,Terra,75,304.2,15,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2302,130.6899,332.9,1,1,2/08/2019,140,Terra,83,305.8,22.7,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2315,130.6992,332.1,1,1,2/08/2019,140,Terra,82,304.9,21.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2329,130.7085,319,1,1,2/08/2019,140,Terra,63,303.9,7.5,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2342,130.7177,347.8,1,1,2/08/2019,140,Terra,93,305.6,49,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2356,130.727,342.7,1,1,2/08/2019,140,Terra,90,304.8,39,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
-14.2446,130.7256,336.8,1,1,2/08/2019,140,Terra,86,305.7,28.9,D,Northern Territory,1,2/08/2019 01:40:00,01:00,2019/8/2 1:40
